A;B;mag1;mag2;couple_mag;union_product;commun_reappro1
144;36;144;36;(144, 36);117;75
144;153;153;144;(144, 153);120;76
144;71;144;71;(144, 71);136;79
144;177;177;144;(144, 177);119;78
144;163;163;144;(144, 163);120;80
144;14;144;14;(144, 14);116;79
144;166;166;144;(144, 166);113;80
144;117;144;117;(144, 117);120;79
144;41;144;41;(144, 41);118;80
144;32;144;32;(144, 32);114;80
144;145;145;144;(144, 145);116;80
144;22;144;22;(144, 22);120;80
144;13;144;13;(144, 13);116;81
144;205;205;144;(144, 205);116;52
144;6;144;6;(144, 6);113;73
144;130;144;130;(144, 130);118;79
144;45;144;45;(144, 45);115;79
144;46;144;46;(144, 46);119;80
144;164;164;144;(144, 164);117;78
144;27;144;27;(144, 27);113;80
144;67;144;67;(144, 67);116;80
144;12;144;12;(144, 12);119;79
144;112;144;112;(144, 112);113;78
144;154;154;144;(144, 154);118;80
144;162;162;144;(144, 162);118;80
144;76;144;76;(144, 76);129;75
144;3;144;3;(144, 3);117;80
144;84;144;84;(144, 84);131;79
144;179;179;144;(144, 179);125;78
144;152;152;144;(144, 152);119;69
144;61;144;61;(144, 61);130;78
144;63;144;63;(144, 63);117;73
144;142;144;142;(144, 142);120;79
144;191;191;144;(144, 191);118;76
144;10;144;10;(144, 10);122;79
144;89;144;89;(144, 89);132;77
144;187;187;144;(144, 187);115;79
144;174;174;144;(144, 174);115;79
144;297;297;144;(144, 297);118;80
144;39;144;39;(144, 39);116;79
144;185;185;144;(144, 185);119;80
144;115;144;115;(144, 115);115;80
144;78;144;78;(144, 78);113;78
144;4;144;4;(144, 4);114;78
144;189;189;144;(144, 189);128;80
144;199;199;144;(144, 199);115;80
144;25;144;25;(144, 25);112;79
144;51;144;51;(144, 51);117;77
144;294;294;144;(144, 294);119;80
144;298;298;144;(144, 298);117;80
144;146;146;144;(144, 146);120;76
144;59;144;59;(144, 59);117;79
144;30;144;30;(144, 30);114;80
144;159;159;144;(144, 159);117;79
144;23;144;23;(144, 23);131;80
144;26;144;26;(144, 26);113;78
144;72;144;72;(144, 72);117;81
144;155;155;144;(144, 155);118;80
144;18;144;18;(144, 18);116;79
144;88;144;88;(144, 88);133;79
144;194;194;144;(144, 194);116;78
144;180;180;144;(144, 180);117;79
144;293;293;144;(144, 293);124;78
144;173;173;144;(144, 173);124;80
5;133;133;5;(5, 133);125;76
5;49;49;5;(5, 49);128;81
5;292;292;5;(5, 292);127;78
5;171;171;5;(5, 171);124;78
5;52;52;5;(5, 52);136;80
5;296;296;5;(5, 296);125;78
5;80;80;5;(5, 80);123;78
5;28;28;5;(5, 28);123;77
5;137;137;5;(5, 137);129;76
5;75;75;5;(5, 75);125;77
5;53;53;5;(5, 53);127;81
5;24;24;5;(5, 24);123;78
5;43;43;5;(5, 43);124;78
5;40;40;5;(5, 40);128;78
5;66;66;5;(5, 66);134;78
5;198;198;5;(5, 198);123;78
5;110;110;5;(5, 110);132;77
5;74;74;5;(5, 74);134;81
5;190;190;5;(5, 190);123;78
5;172;172;5;(5, 172);135;78
5;69;69;5;(5, 69);123;80
5;161;161;5;(5, 161);134;78
5;165;165;5;(5, 165);125;78
5;60;60;5;(5, 60);126;81
5;131;131;5;(5, 131);123;78
5;181;181;5;(5, 181);132;78
5;139;139;5;(5, 139);125;78
5;111;111;5;(5, 111);131;78
5;20;20;5;(5, 20);125;77
5;19;19;5;(5, 19);128;75
5;82;82;5;(5, 82);137;78
5;21;21;5;(5, 21);125;78
5;192;192;5;(5, 192);126;78
5;48;48;5;(5, 48);123;81
5;160;160;5;(5, 160);125;78
5;295;295;5;(5, 295);126;78
5;140;140;5;(5, 140);138;75
5;77;77;5;(5, 77);125;78
5;167;167;5;(5, 167);126;77
5;135;135;5;(5, 135);126;78
5;81;81;5;(5, 81);135;78
5;50;50;5;(5, 50);125;78
5;168;168;5;(5, 168);132;81
5;196;196;5;(5, 196);123;52
5;183;183;5;(5, 183);125;78
5;116;116;5;(5, 116);125;81
5;186;186;5;(5, 186);125;78
5;184;184;5;(5, 184);126;78
5;178;178;5;(5, 178);124;78
5;188;188;5;(5, 188);123;78
5;157;157;5;(5, 157);123;78
5;54;54;5;(5, 54);133;81
5;15;15;5;(5, 15);123;81
5;156;156;5;(5, 156);135;75
5;11;11;5;(5, 11);123;78
5;73;73;5;(5, 73);123;78
5;169;169;5;(5, 169);123;78
5;16;16;5;(5, 16);130;74
5;64;64;5;(5, 64);123;75
5;56;56;5;(5, 56);123;78
5;47;47;5;(5, 47);123;78
5;193;193;5;(5, 193);124;78
5;29;29;5;(5, 29);135;78
5;151;151;5;(5, 151);138;77
5;175;175;5;(5, 175);125;77
5;150;150;5;(5, 150);139;81
5;158;158;5;(5, 158);123;78
5;55;55;5;(5, 55);133;78
5;148;148;5;(5, 148);126;76
5;176;176;5;(5, 176);134;78
5;182;182;5;(5, 182);126;62
5;36;36;5;(5, 36);125;73
5;153;153;5;(5, 153);129;76
5;71;71;5;(5, 71);141;78
5;177;177;5;(5, 177);125;77
5;163;163;5;(5, 163);123;81
5;14;14;5;(5, 14);125;77
5;166;166;5;(5, 166);123;78
5;117;117;5;(5, 117);126;81
5;41;41;5;(5, 41);126;78
5;32;32;5;(5, 32);124;78
5;145;145;5;(5, 145);126;78
5;22;22;5;(5, 22);125;81
5;13;13;5;(5, 13);124;78
5;205;205;5;(5, 205);126;51
5;6;6;5;(5, 6);123;72
5;130;130;5;(5, 130);127;78
5;45;45;5;(5, 45);123;77
5;46;46;5;(5, 46);125;81
5;164;164;5;(5, 164);126;76
5;27;27;5;(5, 27);123;78
5;67;67;5;(5, 67);123;81
5;12;12;5;(5, 12);125;81
5;112;112;5;(5, 112);123;77
5;154;154;5;(5, 154);128;78
5;162;162;5;(5, 162);126;78
5;76;76;5;(5, 76);131;74
5;3;5;3;(5, 3);128;78
5;84;84;5;(5, 84);136;80
5;179;179;5;(5, 179);135;77
5;152;152;5;(5, 152);127;71
5;61;61;5;(5, 61);132;76
5;63;63;5;(5, 63);127;72
5;142;142;5;(5, 142);130;77
5;191;191;5;(5, 191);126;75
5;10;10;5;(5, 10);128;81
5;89;89;5;(5, 89);139;75
5;187;187;5;(5, 187);123;78
5;174;174;5;(5, 174);126;78
5;297;297;5;(5, 297);125;78
5;39;39;5;(5, 39);126;78
5;185;185;5;(5, 185);125;80
5;115;115;5;(5, 115);123;78
5;78;78;5;(5, 78);123;77
5;4;5;4;(5, 4);123;77
5;189;189;5;(5, 189);134;78
5;199;199;5;(5, 199);124;78
5;25;25;5;(5, 25);123;78
5;51;51;5;(5, 51);123;79
5;294;294;5;(5, 294);129;78
5;298;298;5;(5, 298);127;77
5;146;146;5;(5, 146);128;75
5;59;59;5;(5, 59);125;78
5;30;30;5;(5, 30);124;79
5;159;159;5;(5, 159);128;78
5;23;23;5;(5, 23);134;81
5;26;26;5;(5, 26);123;77
5;72;72;5;(5, 72);125;78
5;155;155;5;(5, 155);126;78
5;18;18;5;(5, 18);125;78
5;88;88;5;(5, 88);137;81
5;194;194;5;(5, 194);125;77
5;180;180;5;(5, 180);125;78
5;293;293;5;(5, 293);134;76
5;173;173;5;(5, 173);133;78
133;49;133;49;(133, 49);120;77
133;292;292;133;(133, 292);118;77
133;171;171;133;(133, 171);114;77
133;52;133;52;(133, 52);135;76
133;296;296;133;(133, 296);114;77
133;80;133;80;(133, 80);103;77
133;28;133;28;(133, 28);115;76
133;137;137;133;(133, 137);112;75
133;75;133;75;(133, 75);115;76
133;53;133;53;(133, 53);119;77
133;24;133;24;(133, 24);112;77
133;43;133;43;(133, 43);118;75
133;40;133;40;(133, 40);116;77
133;66;133;66;(133, 66);132;77
133;198;198;133;(133, 198);116;77
133;110;133;110;(133, 110);131;76
133;74;133;74;(133, 74);132;77
133;190;190;133;(133, 190);114;77
133;172;172;133;(133, 172);130;77
133;69;133;69;(133, 69);112;76
133;161;161;133;(133, 161);127;77
133;165;165;133;(133, 165);112;77
133;60;133;60;(133, 60);122;77
133;131;133;131;(133, 131);106;77
133;181;181;133;(133, 181);133;77
133;139;139;133;(133, 139);106;77
133;111;133;111;(133, 111);126;77
133;20;133;20;(133, 20);118;77
133;19;133;19;(133, 19);115;75
133;82;133;82;(133, 82);127;77
133;21;133;21;(133, 21);112;77
133;192;192;133;(133, 192);117;77
133;48;133;48;(133, 48);113;77
133;160;160;133;(133, 160);113;77
133;295;295;133;(133, 295);119;77
133;140;140;133;(133, 140);132;75
133;77;133;77;(133, 77);114;77
133;167;167;133;(133, 167);114;76
133;135;135;133;(133, 135);114;77
133;81;133;81;(133, 81);126;77
133;50;133;50;(133, 50);114;77
133;168;168;133;(133, 168);125;77
133;196;196;133;(133, 196);105;52
133;183;183;133;(133, 183);112;77
133;116;133;116;(133, 116);120;77
133;186;186;133;(133, 186);120;77
133;184;184;133;(133, 184);110;77
133;178;178;133;(133, 178);110;77
133;188;188;133;(133, 188);105;77
133;157;157;133;(133, 157);114;77
133;54;133;54;(133, 54);124;77
133;15;133;15;(133, 15);115;77
133;156;156;133;(133, 156);134;75
133;11;133;11;(133, 11);109;77
133;73;133;73;(133, 73);109;77
133;169;169;133;(133, 169);106;77
133;16;133;16;(133, 16);120;73
133;64;133;64;(133, 64);110;75
133;56;133;56;(133, 56);109;77
133;47;133;47;(133, 47);112;77
133;193;193;133;(133, 193);116;77
133;29;133;29;(133, 29);128;77
133;151;151;133;(133, 151);131;76
133;175;175;133;(133, 175);113;77
133;150;150;133;(133, 150);135;77
133;158;158;133;(133, 158);110;77
133;55;133;55;(133, 55);129;77
133;148;148;133;(133, 148);114;75
133;176;176;133;(133, 176);126;77
133;182;182;133;(133, 182);124;60
133;36;133;36;(133, 36);113;72
133;153;153;133;(133, 153);116;75
133;71;133;71;(133, 71);136;77
133;177;177;133;(133, 177);119;76
133;163;163;133;(133, 163);118;77
133;14;133;14;(133, 14);108;76
133;166;166;133;(133, 166);103;77
133;117;133;117;(133, 117);113;77
133;41;133;41;(133, 41);118;77
133;32;133;32;(133, 32);109;77
133;145;145;133;(133, 145);113;77
133;22;133;22;(133, 22);120;77
133;13;133;13;(133, 13);116;77
133;205;205;133;(133, 205);115;51
133;6;133;6;(133, 6);112;72
133;130;133;130;(133, 130);110;77
133;45;133;45;(133, 45);114;76
133;46;133;46;(133, 46);120;77
133;164;164;133;(133, 164);112;75
133;27;133;27;(133, 27);112;77
133;67;133;67;(133, 67);114;77
133;12;133;12;(133, 12);113;77
133;112;133;112;(133, 112);112;77
133;154;154;133;(133, 154);115;77
133;162;162;133;(133, 162);117;77
133;76;133;76;(133, 76);129;74
133;3;133;3;(133, 3);114;77
133;84;133;84;(133, 84);132;76
133;179;179;133;(133, 179);118;77
133;152;152;133;(133, 152);109;68
133;61;133;61;(133, 61);131;76
133;63;133;63;(133, 63);110;72
133;142;142;133;(133, 142);120;77
133;191;191;133;(133, 191);116;75
133;10;133;10;(133, 10);120;77
133;89;133;89;(133, 89);133;74
133;187;187;133;(133, 187);111;77
133;174;174;133;(133, 174);114;77
133;297;297;133;(133, 297);116;77
133;39;133;39;(133, 39);110;77
133;185;185;133;(133, 185);117;77
133;115;133;115;(133, 115);115;77
133;78;133;78;(133, 78);111;76
133;4;133;4;(133, 4);113;76
133;189;189;133;(133, 189);128;77
133;199;199;133;(133, 199);112;77
133;25;133;25;(133, 25);110;77
133;51;133;51;(133, 51);116;75
133;294;294;133;(133, 294);119;77
133;298;298;133;(133, 298);116;76
133;146;146;133;(133, 146);118;75
133;59;133;59;(133, 59);110;77
133;30;133;30;(133, 30);113;77
133;159;159;133;(133, 159);115;77
133;23;133;23;(133, 23);132;77
133;26;133;26;(133, 26);110;77
133;72;133;72;(133, 72);117;77
133;155;155;133;(133, 155);117;77
133;18;133;18;(133, 18);115;77
133;88;133;88;(133, 88);135;77
133;194;194;133;(133, 194);111;77
133;180;180;133;(133, 180);115;77
133;293;293;133;(133, 293);124;76
133;173;173;133;(133, 173);124;77
49;292;292;49;(49, 292);123;79
49;171;171;49;(49, 171);120;79
49;52;52;49;(49, 52);136;81
49;296;296;49;(49, 296);121;79
49;80;80;49;(49, 80);115;81
49;28;49;28;(49, 28);116;79
49;137;137;49;(49, 137);123;77
49;75;75;49;(49, 75);123;80
49;53;53;49;(49, 53);123;85
49;24;49;24;(49, 24);119;80
49;43;49;43;(49, 43);122;81
49;40;49;40;(49, 40);121;79
49;66;66;49;(49, 66);131;79
49;198;198;49;(49, 198);122;81
49;110;110;49;(49, 110);130;78
49;74;74;49;(49, 74);134;82
49;190;190;49;(49, 190);123;82
49;172;172;49;(49, 172);135;80
49;69;69;49;(49, 69);115;82
49;161;161;49;(49, 161);134;80
49;165;165;49;(49, 165);117;82
49;60;60;49;(49, 60);125;85
49;131;131;49;(49, 131);117;79
49;181;181;49;(49, 181);134;80
49;139;139;49;(49, 139);120;82
49;111;111;49;(49, 111);130;82
49;20;49;20;(49, 20);124;81
49;19;49;19;(49, 19);120;77
49;82;82;49;(49, 82);132;81
49;21;49;21;(49, 21);119;79
49;192;192;49;(49, 192);124;80
49;48;49;48;(49, 48);117;83
49;160;160;49;(49, 160);120;79
49;295;295;49;(49, 295);126;79
49;140;140;49;(49, 140);135;77
49;77;77;49;(49, 77);121;80
49;167;167;49;(49, 167);121;78
49;135;135;49;(49, 135);120;79
49;81;81;49;(49, 81);136;79
49;50;50;49;(49, 50);119;79
49;168;168;49;(49, 168);129;85
49;196;196;49;(49, 196);117;54
49;183;183;49;(49, 183);120;79
49;116;116;49;(49, 116);127;82
49;186;186;49;(49, 186);121;82
49;184;184;49;(49, 184);122;80
49;178;178;49;(49, 178);117;79
49;188;188;49;(49, 188);119;79
49;157;157;49;(49, 157);121;81
49;54;54;49;(49, 54);133;85
49;15;49;15;(49, 15);122;83
49;156;156;49;(49, 156);134;76
49;11;49;11;(49, 11);118;82
49;73;73;49;(49, 73);122;79
49;169;169;49;(49, 169);119;80
49;16;49;16;(49, 16);124;77
49;64;64;49;(49, 64);119;79
49;56;56;49;(49, 56);118;80
49;47;49;47;(49, 47);120;81
49;193;193;49;(49, 193);122;79
49;29;49;29;(49, 29);133;79
49;151;151;49;(49, 151);134;80
49;175;175;49;(49, 175);120;79
49;150;150;49;(49, 150);137;83
49;158;158;49;(49, 158);118;80
49;55;55;49;(49, 55);132;80
49;148;148;49;(49, 148);121;77
49;176;176;49;(49, 176);133;79
49;182;182;49;(49, 182);127;66
49;36;49;36;(49, 36);122;75
49;153;153;49;(49, 153);122;77
49;71;71;49;(49, 71);139;79
49;177;177;49;(49, 177);126;78
49;163;163;49;(49, 163);122;83
49;14;49;14;(49, 14);120;80
49;166;166;49;(49, 166);120;80
49;117;117;49;(49, 117);122;83
49;41;49;41;(49, 41);124;81
49;32;49;32;(49, 32);121;82
49;145;145;49;(49, 145);121;82
49;22;49;22;(49, 22);124;84
49;13;49;13;(49, 13);122;82
49;205;205;49;(49, 205);123;52
49;6;49;6;(49, 6);120;73
49;130;130;49;(49, 130);120;79
49;45;49;45;(49, 45);119;80
49;46;49;46;(49, 46);123;84
49;164;164;49;(49, 164);121;78
49;27;49;27;(49, 27);121;80
49;67;67;49;(49, 67);118;83
49;12;49;12;(49, 12);121;82
49;112;112;49;(49, 112);121;79
49;154;154;49;(49, 154);123;81
49;162;162;49;(49, 162);122;80
49;76;76;49;(49, 76);130;75
49;3;49;3;(49, 3);121;82
49;84;84;49;(49, 84);131;82
49;179;179;49;(49, 179);128;78
49;152;152;49;(49, 152);120;72
49;61;61;49;(49, 61);131;78
49;63;63;49;(49, 63);119;74
49;142;142;49;(49, 142);124;81
49;191;191;49;(49, 191);124;77
49;10;49;10;(49, 10);121;83
49;89;89;49;(49, 89);135;77
49;187;187;49;(49, 187);122;79
49;174;174;49;(49, 174);120;79
49;297;297;49;(49, 297);123;79
49;39;49;39;(49, 39);122;79
49;185;185;49;(49, 185);123;82
49;115;115;49;(49, 115);121;79
49;78;78;49;(49, 78);117;78
49;4;49;4;(49, 4);121;78
49;189;189;49;(49, 189);135;82
49;199;199;49;(49, 199);120;82
49;25;49;25;(49, 25);114;79
49;51;51;49;(49, 51);118;81
49;294;294;49;(49, 294);124;82
49;298;298;49;(49, 298);122;80
49;146;146;49;(49, 146);124;76
49;59;59;49;(49, 59);123;79
49;30;49;30;(49, 30);119;83
49;159;159;49;(49, 159);120;79
49;23;49;23;(49, 23);132;84
49;26;49;26;(49, 26);119;78
49;72;72;49;(49, 72);124;80
49;155;155;49;(49, 155);122;80
49;18;49;18;(49, 18);120;79
49;88;88;49;(49, 88);136;82
49;194;194;49;(49, 194);123;78
49;180;180;49;(49, 180);121;79
49;293;293;49;(49, 293);131;80
49;173;173;49;(49, 173);131;81
292;171;292;171;(292, 171);117;79
292;52;292;52;(292, 52);136;78
292;296;296;292;(292, 296);119;79
292;80;292;80;(292, 80);116;79
292;28;292;28;(292, 28);119;78
292;137;292;137;(292, 137);120;77
292;75;292;75;(292, 75);117;79
292;53;292;53;(292, 53);123;79
292;24;292;24;(292, 24);117;79
292;43;292;43;(292, 43);121;76
292;40;292;40;(292, 40);119;79
292;66;292;66;(292, 66);133;79
292;198;292;198;(292, 198);118;79
292;110;292;110;(292, 110);131;78
292;74;292;74;(292, 74);135;79
292;190;292;190;(292, 190);118;79
292;172;292;172;(292, 172);133;79
292;69;292;69;(292, 69);119;78
292;161;292;161;(292, 161);133;79
292;165;292;165;(292, 165);119;79
292;60;292;60;(292, 60);123;79
292;131;292;131;(292, 131);117;79
292;181;292;181;(292, 181);132;79
292;139;292;139;(292, 139);117;79
292;111;292;111;(292, 111);130;79
292;20;292;20;(292, 20);118;78
292;19;292;19;(292, 19);122;76
292;82;292;82;(292, 82);133;79
292;21;292;21;(292, 21);116;79
292;192;292;192;(292, 192);117;80
292;48;292;48;(292, 48);120;79
292;160;292;160;(292, 160);117;79
292;295;295;292;(292, 295);120;79
292;140;292;140;(292, 140);131;76
292;77;292;77;(292, 77);119;79
292;167;292;167;(292, 167);118;78
292;135;292;135;(292, 135);117;79
292;81;292;81;(292, 81);135;80
292;50;292;50;(292, 50);117;79
292;168;292;168;(292, 168);132;79
292;196;292;196;(292, 196);118;52
292;183;292;183;(292, 183);117;79
292;116;292;116;(292, 116);124;79
292;186;292;186;(292, 186);123;79
292;184;292;184;(292, 184);118;79
292;178;292;178;(292, 178);116;79
292;188;292;188;(292, 188);117;79
292;157;292;157;(292, 157);117;80
292;54;292;54;(292, 54);131;79
292;15;292;15;(292, 15);122;79
292;156;292;156;(292, 156);134;77
292;11;292;11;(292, 11);117;79
292;73;292;73;(292, 73);118;79
292;169;292;169;(292, 169);117;79
292;16;292;16;(292, 16);125;76
292;64;292;64;(292, 64);117;76
292;56;292;56;(292, 56);117;79
292;47;292;47;(292, 47);117;79
292;193;292;193;(292, 193);118;79
292;29;292;29;(292, 29);133;79
292;151;292;151;(292, 151);131;78
292;175;292;175;(292, 175);117;79
292;150;292;150;(292, 150);139;79
292;158;292;158;(292, 158);117;79
292;55;292;55;(292, 55);130;79
292;148;292;148;(292, 148);117;77
292;176;292;176;(292, 176);132;79
292;182;292;182;(292, 182);127;62
292;36;292;36;(292, 36);117;74
292;153;292;153;(292, 153);122;76
292;71;292;71;(292, 71);136;79
292;177;292;177;(292, 177);119;78
292;163;292;163;(292, 163);121;79
292;14;292;14;(292, 14);117;78
292;166;292;166;(292, 166);117;79
292;117;292;117;(292, 117);122;79
292;41;292;41;(292, 41);118;79
292;32;292;32;(292, 32);118;79
292;145;292;145;(292, 145);118;79
292;22;292;22;(292, 22);121;79
292;13;292;13;(292, 13);118;80
292;205;292;205;(292, 205);118;52
292;6;292;6;(292, 6);117;73
292;130;292;130;(292, 130);119;79
292;45;292;45;(292, 45);117;78
292;46;292;46;(292, 46);121;79
292;164;292;164;(292, 164);117;77
292;27;292;27;(292, 27);118;80
292;67;292;67;(292, 67);120;79
292;12;292;12;(292, 12);120;79
292;112;292;112;(292, 112);118;78
292;154;292;154;(292, 154);120;79
292;162;292;162;(292, 162);120;79
292;76;292;76;(292, 76);131;75
292;3;292;3;(292, 3);119;79
292;84;292;84;(292, 84);133;78
292;179;292;179;(292, 179);130;78
292;152;292;152;(292, 152);122;69
292;61;292;61;(292, 61);131;77
292;63;292;63;(292, 63);119;73
292;142;292;142;(292, 142);127;78
292;191;292;191;(292, 191);118;76
292;10;292;10;(292, 10);122;79
292;89;292;89;(292, 89);134;77
292;187;292;187;(292, 187);118;79
292;174;292;174;(292, 174);119;79
292;297;297;292;(292, 297);117;80
292;39;292;39;(292, 39);118;79
292;185;292;185;(292, 185);119;79
292;115;292;115;(292, 115);117;80
292;78;292;78;(292, 78);117;78
292;4;292;4;(292, 4);117;78
292;189;292;189;(292, 189);131;79
292;199;292;199;(292, 199);117;79
292;25;292;25;(292, 25);116;79
292;51;292;51;(292, 51);120;77
292;294;294;292;(292, 294);120;79
292;298;298;292;(292, 298);118;79
292;146;292;146;(292, 146);118;76
292;59;292;59;(292, 59);123;79
292;30;292;30;(292, 30);118;79
292;159;292;159;(292, 159);119;79
292;23;292;23;(292, 23);135;79
292;26;292;26;(292, 26);117;78
292;72;292;72;(292, 72);118;80
292;155;292;155;(292, 155);120;79
292;18;292;18;(292, 18);117;79
292;88;292;88;(292, 88);135;79
292;194;292;194;(292, 194);118;78
292;180;292;180;(292, 180);117;79
292;293;293;292;(292, 293);132;77
292;173;292;173;(292, 173);128;79
171;52;171;52;(171, 52);134;78
171;296;296;171;(171, 296);114;79
171;80;171;80;(171, 80);111;79
171;28;171;28;(171, 28);114;78
171;137;171;137;(171, 137);117;77
171;75;171;75;(171, 75);117;78
171;53;171;53;(171, 53);119;79
171;24;171;24;(171, 24);112;79
171;43;171;43;(171, 43);118;76
171;40;171;40;(171, 40);117;79
171;66;171;66;(171, 66);130;79
171;198;198;171;(171, 198);114;79
171;110;171;110;(171, 110);128;78
171;74;171;74;(171, 74);131;79
171;190;190;171;(171, 190);115;79
171;172;172;171;(171, 172);129;79
171;69;171;69;(171, 69);113;78
171;161;171;161;(171, 161);130;79
171;165;171;165;(171, 165);112;79
171;60;171;60;(171, 60);120;79
171;131;171;131;(171, 131);110;79
171;181;181;171;(171, 181);132;79
171;139;171;139;(171, 139);114;79
171;111;171;111;(171, 111);129;79
171;20;171;20;(171, 20);115;78
